q01,q02,q03,q06a,q06b,q07a,q07b,q07c,q07d,q07e,q07f,q07g,q07h,q07i,q07j,q07k,q08,q09a,q09b,q09c,q10,q11a,q11b,q11c,q11d,q11e,q12,q13,q14a,q14b,q14c,q15,q16,q17a,q17b,q17c,q17d,q17e,q17f,q18,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q21,q22,q23,q25a,q25b,q25c,q26a,q26b,q26c,q27a,q27b,q28,q29a,q29b,q29c,q30,q31,q32
fsug,fsug,fsug,ug,fsg,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,fsug,f,fs,fsug,fsug,ug,fug,fsg,fsg,fsg,fsg,fsg,fsg,fsg,fs,fs,ug,ug,fs,fs,fsug,fsug,fsug,fsug,fsug,fs,fs,fs,fs,fsug,fs,fsug,fs,fsug,fs,fs,fs,f,fg,ug
